"Model","Year","Region","Color","Fuel_Type","Transmission","Engine_Size_L","Mileage_KM","Price_USD","Sales_Volume","Sales_Classification"
"X5",2021,"Middle East","Black","Petrol","Automatic",4.3,44279,95072,7627,"High"
"X5",2024,"South America","Black","Hybrid","Manual",3.6,111661,93834,2155,"Low"
"i8",2023,"Europe","Blue","Diesel","Automatic",3.8,78573,227143,7168,"High"
"i3",2023,"North America","Silver","Petrol","Automatic",4.9,94453,74305,8283,"High"
"5 Series",2024,"Asia","Blue","Electric","Manual",3.7,157789,72721,648,"Low"
"X6",2023,"Africa","White","Hybrid","Automatic",2.8,84367,97813,7933,"High"
"i3",2012,"Asia","White","Hybrid","Manual",3.9,193905,34610,8438,"High"
"X3",2021,"Asia","Silver","Hybrid","Automatic",3.8,57759,67974,6782,"Low"
"M3",2016,"Africa","Black","Hybrid","Manual",1.5,113832,72117,3153,"Low"
"i8",2013,"Middle East","White","Petrol","Manual",3.1,42427,157257,5887,"Low"
"i3",2018,"South America","Red","Petrol","Manual",4.1,1428,68357,608,"Low"
"i8",2012,"Middle East","Red","Diesel","Automatic",3.2,110845,143916,3291,"Low"
"M5",2014,"South America","Red","Electric","Automatic",4.2,125379,113462,3754,"Low"
"X5",2012,"Middle East","Black","Petrol","Manual",3.1,107014,55799,4125,"Low"
"X6",2016,"South America","Silver","Hybrid","Automatic",4.9,180186,75981,9762,"High"
"M3",2014,"Europe","Red","Electric","Manual",2.5,74474,74053,9390,"High"
"3 Series",2018,"Africa","Black","Electric","Manual",1.8,117061,38294,3293,"Low"
"M3",2016,"South America","Grey","Electric","Automatic",3,102675,80732,9470,"High"
"X6",2011,"Middle East","Blue","Diesel","Automatic",3.4,27706,67479,5425,"Low"
"i8",2013,"South America","Black","Diesel","Manual",2.7,150761,144424,425,"Low"
"X6",2018,"Asia","Red","Electric","Manual",2.3,10027,86497,4935,"Low"
"3 Series",2021,"North America","Black","Hybrid","Automatic",3.9,87632,57737,660,"Low"
"3 Series",2023,"Europe","Black","Electric","Manual",2.8,128295,52170,4266,"Low"
"M3",2011,"Asia","Red","Diesel","Automatic",3.7,40915,72908,2191,"Low"
"X3",2019,"Asia","Silver","Electric","Automatic",4.2,88705,62380,1932,"Low"
"7 Series",2018,"Middle East","Blue","Petrol","Manual",4.2,94859,94514,6962,"Low"
"3 Series",2019,"South America","Silver","Hybrid","Manual",2.8,193021,37698,1703,"Low"
"X6",2014,"Europe","Grey","Diesel","Manual",3.5,178427,62657,8589,"High"
"5 Series",2011,"Middle East","Red","Hybrid","Automatic",3.1,139212,39079,2011,"Low"
"7 Series",2013,"Asia","Red","Hybrid","Manual",4.5,144832,73517,1564,"Low"
"i3",2021,"South America","Red","Electric","Manual",4.6,107985,66952,945,"Low"
"X1",2024,"Europe","Red","Petrol","Automatic",2.7,24141,55586,4289,"Low"
"i3",2021,"North America","Silver","Electric","Automatic",1.8,112862,52464,3748,"Low"
"X1",2016,"Europe","Black","Petrol","Manual",2.1,37975,37202,3476,"Low"
"X3",2021,"North America","Grey","Electric","Manual",2.8,75480,61202,5759,"Low"
"X3",2022,"Middle East","Grey","Petrol","Manual",3.5,52217,69278,9420,"High"
"M3",2017,"North America","Grey","Hybrid","Automatic",3.8,24291,96071,9797,"High"
"M5",2024,"North America","Black","Diesel","Manual",2.7,143885,154112,7944,"High"
"7 Series",2012,"South America","Silver","Petrol","Manual",3.8,93073,71693,6709,"Low"
"7 Series",2023,"North America","Grey","Diesel","Automatic",4.8,64153,118085,4823,"Low"
"X6",2010,"Europe","Red","Hybrid","Manual",3.8,128477,56152,1048,"Low"
"i8",2013,"Middle East","Grey","Petrol","Manual",2.1,119491,144551,9545,"High"
"M5",2011,"North America","Grey","Hybrid","Automatic",3.5,94375,98062,2167,"Low"
"M5",2017,"South America","White","Petrol","Manual",3.4,190609,117939,3140,"Low"
"X6",2013,"South America","White","Hybrid","Manual",4.5,94915,72758,7821,"High"
"i8",2011,"Middle East","Grey","Diesel","Automatic",2.7,144698,131030,2085,"Low"
"X3",2023,"Europe","Red","Hybrid","Manual",3,12922,72958,8030,"High"
"i8",2015,"Middle East","Black","Electric","Manual",3.6,46176,173382,5409,"Low"
"X5",2015,"Middle East","Black","Hybrid","Automatic",3.3,121271,64373,4367,"Low"
"X3",2019,"North America","Silver","Hybrid","Automatic",4,189804,51270,1472,"Low"
"i3",2013,"Africa","Black","Diesel","Manual",1.6,192509,25499,455,"Low"
"i3",2015,"Asia","Silver","Electric","Manual",3.5,68161,51934,7218,"High"
"X6",2022,"Asia","White","Electric","Manual",1.9,182027,80297,3389,"Low"
"X5",2024,"Asia","Blue","Hybrid","Automatic",2.6,120597,87940,8581,"High"
"i8",2011,"Europe","Red","Hybrid","Automatic",3.8,184765,132524,1431,"Low"
"X5",2019,"Africa","Blue","Electric","Manual",2.1,161177,66382,2775,"Low"
"X1",2021,"Asia","Silver","Diesel","Manual",2.6,84621,43788,4601,"Low"
"3 Series",2011,"Middle East","Red","Hybrid","Automatic",4,22280,44772,6698,"Low"
"M5",2019,"Europe","Black","Diesel","Manual",3.8,127689,136231,6056,"Low"
"i3",2023,"Africa","Grey","Hybrid","Manual",1.8,73990,60851,6301,"Low"
"M5",2013,"Asia","Red","Diesel","Automatic",3.5,17838,115716,8734,"High"
"X1",2023,"Middle East","Silver","Diesel","Manual",2,172729,35477,8644,"High"
"7 Series",2024,"North America","Grey","Electric","Manual",2.4,80659,107934,5456,"Low"
"7 Series",2024,"Africa","Blue","Diesel","Automatic",3.1,132686,106231,8472,"High"
"i8",2017,"Asia","Grey","Petrol","Automatic",1.9,146940,168806,5940,"Low"
"7 Series",2023,"Europe","Red","Electric","Manual",5,50602,120440,2241,"Low"
"7 Series",2016,"Africa","Grey","Petrol","Automatic",2.1,49521,81548,8663,"High"
"X3",2021,"Africa","Blue","Electric","Automatic",4.2,169825,58768,8293,"High"
"i8",2018,"Europe","Black","Petrol","Automatic",4.4,193467,183653,8445,"High"
"i3",2023,"North America","Silver","Electric","Manual",5,190643,65186,190,"Low"
"7 Series",2017,"Middle East","Grey","Petrol","Automatic",3,112754,83225,7462,"High"
"M3",2014,"Middle East","Blue","Diesel","Manual",4.6,42711,87729,8339,"High"
"i8",2022,"South America","Grey","Diesel","Automatic",4.9,103105,223190,4055,"Low"
"5 Series",2011,"Europe","White","Petrol","Automatic",2.1,146963,33304,3683,"Low"
"3 Series",2024,"South America","Grey","Hybrid","Automatic",3.2,144152,54585,1180,"Low"
"X6",2014,"Europe","Blue","Diesel","Automatic",1.7,105592,60941,9100,"High"
"X5",2017,"South America","Grey","Petrol","Manual",3.7,31779,81322,6844,"Low"
"M5",2019,"Asia","Blue","Petrol","Manual",3.5,154626,132037,8882,"High"
"X6",2018,"North America","Red","Diesel","Automatic",2.2,162862,70714,2914,"Low"
"3 Series",2021,"Africa","Grey","Diesel","Manual",4.3,170208,51479,4548,"Low"
"5 Series",2021,"Asia","Blue","Electric","Manual",1.6,140059,56494,271,"Low"
"X3",2021,"Middle East","Grey","Electric","Automatic",4.3,63050,69945,2451,"Low"
"7 Series",2022,"North America","Silver","Petrol","Automatic",1.6,123623,92638,4212,"Low"
"X5",2018,"Middle East","Black","Petrol","Manual",3.8,159629,72037,3275,"Low"
"M3",2022,"Asia","Blue","Diesel","Manual",1.8,189688,87031,7337,"High"
"X6",2024,"North America","White","Petrol","Manual",2.4,120004,95500,8345,"High"
"X3",2022,"Asia","Black","Diesel","Manual",4,160878,60912,2162,"Low"
"i8",2010,"North America","White","Electric","Automatic",2.5,75457,129954,8396,"High"
"5 Series",2018,"Middle East","Grey","Petrol","Automatic",3.3,45371,66963,1299,"Low"
"X5",2016,"Europe","Silver","Petrol","Automatic",4.7,182118,68288,3880,"Low"
"X6",2018,"Europe","Silver","Hybrid","Manual",1.7,10316,83468,5637,"Low"
"X5",2017,"South America","Red","Petrol","Automatic",4.3,169491,70551,8394,"High"
"X6",2010,"Africa","Silver","Petrol","Manual",1.7,176650,40835,5935,"Low"
"7 Series",2021,"South America","Blue","Petrol","Automatic",1.9,68969,96103,5908,"Low"
"X6",2017,"South America","Red","Hybrid","Manual",1.9,111235,71126,3147,"Low"
"M5",2017,"Asia","Blue","Diesel","Manual",5,51891,139811,1732,"Low"
"i3",2024,"South America","White","Hybrid","Automatic",2.1,197241,52276,719,"Low"
"i3",2020,"South America","Grey","Hybrid","Automatic",4.6,47754,70725,1460,"Low"
"M5",2012,"Europe","Black","Electric","Manual",5,86899,111310,3235,"Low"
"M5",2010,"South America","White","Diesel","Manual",2.8,121393,86861,7139,"High"
"i3",2017,"North America","Silver","Hybrid","Manual",3.7,70038,57246,2694,"Low"
"X5",2012,"North America","White","Petrol","Automatic",4.2,172752,54725,3403,"Low"
"i3",2012,"Africa","Blue","Petrol","Automatic",2.9,93629,39637,8216,"High"
"3 Series",2010,"Asia","Black","Petrol","Manual",2.1,107572,24743,8650,"High"
"3 Series",2020,"North America","Silver","Hybrid","Automatic",3,158046,44195,8070,"High"
"X6",2014,"Middle East","Black","Electric","Automatic",4.2,3374,83663,169,"Low"
"5 Series",2019,"South America","Red","Hybrid","Manual",4.2,132625,65238,6353,"Low"
"i3",2016,"North America","Black","Petrol","Manual",2.3,91458,45854,8634,"High"
"M5",2019,"Europe","Red","Hybrid","Automatic",2.1,252,140475,1684,"Low"
"7 Series",2018,"Middle East","Black","Electric","Automatic",4.7,38502,102650,5312,"Low"
"M3",2021,"North America","Grey","Diesel","Manual",1.7,54226,96577,7059,"High"
"X1",2016,"Africa","Grey","Petrol","Manual",4.1,172950,33705,9620,"High"
"3 Series",2018,"Asia","White","Hybrid","Automatic",1.7,19899,47510,8157,"High"
"7 Series",2017,"Europe","White","Petrol","Manual",4.4,185687,82931,8666,"High"
"X1",2021,"Africa","Red","Hybrid","Automatic",4.7,190652,43685,2600,"Low"
"5 Series",2011,"Europe","Black","Diesel","Automatic",2.5,116859,38314,9334,"High"
"5 Series",2010,"Europe","Red","Petrol","Manual",1.8,194101,24590,1344,"Low"
"5 Series",2016,"Europe","Silver","Petrol","Manual",3.2,167770,49223,8291,"High"
"X3",2016,"South America","Blue","Diesel","Manual",2.5,143519,41648,7553,"High"
"M5",2023,"Asia","Red","Electric","Manual",3,130509,151949,9645,"High"
"3 Series",2017,"Europe","Grey","Petrol","Manual",3.8,89365,49064,9474,"High"
"X3",2014,"Middle East","Black","Petrol","Manual",2.2,80167,41983,8000,"High"
"5 Series",2012,"Asia","Red","Diesel","Automatic",2.7,124260,41074,6584,"Low"
"7 Series",2021,"Europe","Black","Diesel","Automatic",4.2,83191,106181,6249,"Low"
"i8",2017,"Middle East","Grey","Petrol","Manual",3.8,110899,181910,1697,"Low"
"i3",2015,"Middle East","Red","Diesel","Manual",2.6,67021,47548,6072,"Low"
"3 Series",2020,"South America","Black","Electric","Automatic",3.8,55451,58455,1142,"Low"
"7 Series",2012,"North America","Silver","Hybrid","Automatic",4.2,178603,65140,9856,"High"
"i3",2010,"Africa","Blue","Petrol","Manual",3.6,91061,38894,7607,"High"
"X3",2012,"North America","White","Diesel","Automatic",2.3,121703,33830,8333,"High"
"M5",2014,"Africa","Red","Petrol","Manual",1.5,88800,103620,3877,"Low"
"3 Series",2024,"Africa","Grey","Electric","Manual",4.3,69653,67535,4956,"Low"
"X5",2023,"South America","Black","Diesel","Manual",4.4,183143,87686,5598,"Low"
"X1",2012,"Europe","Silver","Electric","Manual",3.9,63716,36628,6791,"Low"
"i3",2010,"Africa","Blue","Diesel","Manual",1.8,120482,26952,968,"Low"
"X1",2014,"South America","Blue","Hybrid","Automatic",3.5,148268,29673,8217,"High"
"3 Series",2019,"Africa","Silver","Electric","Manual",4.4,33051,61695,5548,"Low"
"M5",2016,"Asia","Silver","Diesel","Automatic",2.9,163812,113119,148,"Low"
"3 Series",2024,"South America","Blue","Hybrid","Automatic",2.2,69698,57030,6447,"Low"
"X3",2023,"South America","White","Petrol","Automatic",3.6,156141,61636,6673,"Low"
"X5",2016,"North America","Silver","Hybrid","Automatic",4.4,118309,73169,8127,"High"
"X6",2020,"Europe","Silver","Diesel","Automatic",1.7,64180,84582,9970,"High"
"i3",2018,"Asia","Blue","Hybrid","Manual",3.6,198246,46175,9832,"High"
"X1",2024,"Asia","Grey","Hybrid","Automatic",3.8,198285,43672,3880,"Low"
"5 Series",2024,"Middle East","Grey","Petrol","Manual",3.6,120789,75921,9951,"High"
"5 Series",2019,"Middle East","Black","Petrol","Automatic",3.8,178723,58628,7403,"High"
"i8",2019,"Middle East","Silver","Diesel","Manual",3.7,124371,194063,8537,"High"
"X3",2021,"Europe","Blue","Hybrid","Manual",2,126258,52124,4249,"Low"
"7 Series",2022,"Middle East","Blue","Diesel","Automatic",2.3,126953,95805,271,"Low"
"3 Series",2012,"South America","Blue","Petrol","Manual",3.7,78678,39632,6974,"Low"
"X1",2024,"Middle East","Grey","Electric","Manual",1.6,190540,33446,2922,"Low"
"X1",2016,"Africa","Red","Petrol","Automatic",3.7,70187,41981,3433,"Low"
"X5",2010,"Asia","White","Petrol","Automatic",3.8,35565,60444,6620,"Low"
"3 Series",2013,"South America","Black","Electric","Automatic",2.3,173100,25190,1476,"Low"
"3 Series",2022,"South America","Red","Electric","Automatic",3.6,68978,60102,4129,"Low"
"i3",2013,"Asia","Black","Petrol","Automatic",3.4,115144,42236,9128,"High"
"3 Series",2023,"Asia","Grey","Diesel","Manual",2.4,58991,57101,3507,"Low"
"X1",2014,"Europe","Blue","Hybrid","Manual",3.1,48040,37696,9106,"High"
"3 Series",2016,"Europe","White","Electric","Automatic",4.7,149253,45575,3222,"Low"
"X5",2016,"Africa","White","Electric","Manual",3,146541,63346,9331,"High"
"X5",2022,"Africa","White","Electric","Automatic",3.7,123227,87177,5761,"Low"
"i3",2024,"Middle East","Blue","Diesel","Manual",1.6,17798,67720,6920,"Low"
"5 Series",2020,"South America","Blue","Electric","Manual",1.8,18642,67136,6897,"Low"
"X3",2022,"Africa","Black","Petrol","Manual",1.8,10590,64941,5139,"Low"
"M5",2013,"North America","Grey","Petrol","Manual",4.2,31068,117893,1396,"Low"
"X3",2022,"Europe","Black","Petrol","Manual",2.7,197678,50732,491,"Low"
"3 Series",2016,"Africa","Black","Petrol","Automatic",2.3,189931,29507,6640,"Low"
"X5",2020,"Europe","Blue","Diesel","Manual",4.1,127392,82761,8960,"High"
"X1",2012,"Middle East","White","Electric","Automatic",2.1,180074,15993,5542,"Low"
"3 Series",2015,"Europe","Red","Hybrid","Manual",2.4,191042,27896,7342,"High"
"X1",2021,"South America","Grey","Diesel","Automatic",3,37616,50488,1057,"Low"
"M3",2011,"South America","White","Petrol","Automatic",2.7,75468,64453,7431,"High"
"M5",2019,"Europe","Red","Petrol","Automatic",3.5,46076,142892,6150,"Low"
"X3",2022,"North America","Grey","Electric","Manual",2.7,21607,68339,9536,"High"
"X3",2023,"Asia","Blue","Petrol","Automatic",2.9,87564,64994,5141,"Low"
"M3",2018,"Asia","Silver","Electric","Manual",4.5,66023,98898,1659,"Low"
"X3",2014,"South America","White","Hybrid","Manual",4.6,195047,42495,4699,"Low"
"M3",2015,"Africa","Blue","Diesel","Manual",4.4,152887,79211,6588,"Low"
"X3",2021,"Asia","Grey","Hybrid","Manual",4.5,122956,64954,1474,"Low"
"X6",2021,"South America","Blue","Petrol","Automatic",3.5,27659,100484,2428,"Low"
"3 Series",2021,"Asia","White","Hybrid","Manual",3.8,157700,50230,5065,"Low"
"5 Series",2021,"Asia","Black","Diesel","Automatic",3.5,133836,66616,9087,"High"
"3 Series",2013,"Asia","Silver","Hybrid","Automatic",4.2,10678,50932,5817,"Low"
"X1",2023,"Asia","White","Hybrid","Automatic",3.4,84606,51289,3445,"Low"
"X5",2023,"Asia","Silver","Electric","Automatic",1.9,34635,90036,3372,"Low"
"i8",2020,"North America","Blue","Electric","Manual",4.3,191305,197370,7327,"High"
"X3",2019,"Middle East","Grey","Electric","Manual",4.2,17934,69457,808,"Low"
"X1",2016,"Middle East","Blue","Diesel","Automatic",4.4,157249,36775,3076,"Low"
"X1",2021,"North America","Grey","Petrol","Automatic",2.2,184417,31808,6636,"Low"
"7 Series",2018,"Asia","Red","Hybrid","Manual",2.5,31798,92320,3606,"Low"
"i8",2016,"North America","Blue","Hybrid","Manual",2.5,145112,164989,1206,"Low"
"X1",2023,"Asia","Silver","Petrol","Manual",3.3,66862,52564,7058,"High"
"i8",2010,"South America","Red","Hybrid","Automatic",2,49903,130010,9368,"High"
"7 Series",2010,"Asia","White","Petrol","Automatic",2.8,28668,66133,2069,"Low"
"i8",2018,"Asia","Red","Petrol","Manual",2.1,61031,185397,6121,"Low"
"X6",2020,"South America","Blue","Diesel","Automatic",2.4,135437,80956,9792,"High"
"X5",2023,"North America","Blue","Hybrid","Manual",4,83959,95604,9612,"High"
"7 Series",2018,"Africa","Silver","Electric","Manual",4.5,198286,85671,8022,"High"
"X6",2013,"Asia","Red","Petrol","Automatic",1.6,74914,60259,3205,"Low"
"M5",2022,"North America","Black","Petrol","Automatic",3.5,56293,156871,249,"Low"
"X3",2018,"Africa","Silver","Hybrid","Automatic",1.6,60574,49943,7350,"High"
"X1",2012,"North America","Black","Electric","Manual",1.8,80289,24471,3581,"Low"
"M5",2016,"North America","Silver","Electric","Automatic",4,67272,128273,381,"Low"
"M5",2015,"North America","White","Petrol","Manual",4.1,54534,125047,3880,"Low"
"3 Series",2017,"North America","Blue","Petrol","Manual",4.3,86002,51900,2815,"Low"
"5 Series",2020,"Europe","Blue","Diesel","Manual",3.2,165669,59433,9239,"High"
"X1",2018,"Africa","White","Petrol","Automatic",4.5,104441,46056,1036,"Low"
"3 Series",2023,"South America","White","Petrol","Automatic",2.1,190846,42415,5315,"Low"
"M3",2014,"Africa","Black","Hybrid","Manual",2.4,180096,62990,2976,"Low"
"X3",2010,"North America","Black","Electric","Manual",2,191879,20812,1311,"Low"
"X1",2012,"Africa","White","Electric","Automatic",4.3,185093,26491,5952,"Low"
"i8",2019,"Africa","Silver","Hybrid","Manual",2.3,187214,180779,3778,"Low"
"3 Series",2021,"South America","Black","Electric","Automatic",2,162323,40768,4298,"Low"
"5 Series",2017,"Europe","Silver","Electric","Manual",3.7,69712,64029,8127,"High"
"M3",2024,"Africa","White","Hybrid","Manual",1.8,2655,112734,8772,"High"
"X3",2020,"Asia","Silver","Hybrid","Manual",1.7,66746,54325,3430,"Low"
"i3",2015,"Asia","Red","Diesel","Manual",1.9,90245,41726,8483,"High"
"7 Series",2017,"North America","White","Hybrid","Manual",1.5,7334,86267,6825,"Low"
"X1",2018,"Asia","Black","Hybrid","Manual",3.9,13275,52172,9134,"High"
"X1",2013,"South America","Blue","Hybrid","Manual",3.5,128136,29936,125,"Low"
"X5",2010,"Africa","Black","Diesel","Automatic",2.2,187108,37289,5236,"Low"
"X5",2023,"South America","White","Diesel","Manual",2.3,162977,79202,2466,"Low"
"7 Series",2010,"South America","Black","Petrol","Manual",4.3,52940,71206,4350,"Low"
"X1",2019,"Europe","White","Hybrid","Automatic",3.3,106294,41621,7920,"High"
"i8",2013,"Europe","Red","Diesel","Manual",3.9,106314,154869,113,"Low"
"M3",2021,"Asia","Blue","Diesel","Automatic",3.1,139850,95015,2275,"Low"
"7 Series",2023,"Asia","Blue","Diesel","Automatic",2.3,52061,106794,1714,"Low"
"X5",2016,"North America","White","Petrol","Manual",4.9,88027,78697,9847,"High"
"3 Series",2011,"Asia","Blue","Diesel","Automatic",3.5,196822,24818,4182,"Low"
"M5",2012,"Asia","Black","Electric","Automatic",2,65212,98479,3244,"Low"
"X3",2010,"Middle East","Red","Diesel","Automatic",2.9,35130,40987,6461,"Low"
"M3",2014,"Europe","Blue","Hybrid","Automatic",2.7,129742,69526,9520,"High"
"X3",2010,"South America","Blue","Electric","Automatic",2.2,73482,33652,4579,"Low"
"X5",2017,"Africa","Silver","Petrol","Automatic",4.8,32268,86773,7530,"High"
"X5",2010,"North America","Grey","Diesel","Manual",4.6,53211,62679,9850,"High"
"M3",2020,"South America","Grey","Petrol","Manual",2.2,154481,85552,9122,"High"
"7 Series",2010,"South America","Silver","Hybrid","Manual",2.7,147526,53747,1916,"Low"
"X1",2011,"South America","Blue","Diesel","Manual",4.2,183658,24384,3813,"Low"
"i3",2011,"North America","Grey","Electric","Automatic",2.2,131725,30078,6205,"Low"
"M5",2021,"South America","Black","Electric","Manual",3.6,50949,152905,6688,"Low"
"i3",2015,"Europe","Grey","Electric","Manual",3.9,20717,58678,1402,"Low"
"5 Series",2016,"Middle East","Silver","Petrol","Manual",3.8,135036,55496,8273,"High"
"M3",2014,"Europe","White","Petrol","Manual",4,29746,86025,7577,"High"
"M3",2010,"Europe","Black","Hybrid","Manual",4,87426,66257,9098,"High"
"M5",2010,"Europe","Red","Diesel","Manual",4.9,28560,106644,4427,"Low"
"X5",2012,"North America","White","Diesel","Manual",2.7,68627,57637,9311,"High"
"3 Series",2023,"Africa","Black","Petrol","Manual",4.6,95366,64463,3182,"Low"
"i3",2011,"Africa","White","Diesel","Manual",1.6,97680,30482,5797,"Low"
"X3",2014,"Africa","Red","Diesel","Manual",2.5,198457,31654,577,"Low"
"i3",2021,"Europe","White","Hybrid","Automatic",1.7,129001,50350,3288,"Low"
"X3",2019,"South America","Red","Electric","Manual",3.8,171481,52102,7041,"High"
"i8",2015,"Africa","Red","Diesel","Manual",1.9,60913,163409,5284,"Low"
"i8",2016,"Europe","Blue","Petrol","Manual",4.5,191604,170340,9454,"High"
"5 Series",2013,"Asia","Blue","Hybrid","Automatic",3.8,45722,56928,6935,"Low"
"M3",2016,"Middle East","Blue","Electric","Manual",1.6,38412,80159,5058,"Low"
"3 Series",2020,"South America","Grey","Diesel","Manual",4,175591,47441,7793,"High"
"M3",2017,"North America","Silver","Petrol","Manual",4.5,164356,85564,2353,"Low"
"X6",2020,"Asia","Black","Hybrid","Automatic",3.8,45712,96929,4643,"Low"
"X1",2010,"Africa","Grey","Diesel","Automatic",1.6,100516,17948,1252,"Low"
"i3",2024,"South America","White","Hybrid","Automatic",4.5,57231,78277,1675,"Low"
"M5",2015,"Asia","White","Petrol","Automatic",4.1,95889,120911,6177,"Low"
"M5",2017,"Middle East","Grey","Diesel","Automatic",2.8,55643,128436,4669,"Low"
"i3",2014,"South America","Grey","Diesel","Automatic",2.7,22417,50258,5178,"Low"
"M5",2013,"Asia","Silver","Diesel","Automatic",3.2,193534,96647,8254,"High"
"M3",2011,"South America","Grey","Petrol","Manual",4.5,137855,67214,6712,"Low"
"i8",2015,"Asia","Black","Hybrid","Automatic",2.4,6365,171364,2845,"Low"
"M3",2015,"North America","Grey","Electric","Automatic",1.9,167647,65235,4997,"Low"
"3 Series",2020,"Middle East","Red","Petrol","Manual",4.5,105037,56996,7286,"High"
"i3",2024,"South America","Blue","Hybrid","Manual",1.6,128016,56698,9124,"High"
"X6",2010,"Europe","White","Hybrid","Manual",4.7,7762,72724,5045,"Low"
"X6",2018,"South America","Grey","Diesel","Manual",2.6,40764,84924,4709,"Low"
"i3",2021,"Europe","Silver","Hybrid","Automatic",3.3,24238,68826,1482,"Low"
"M5",2020,"Africa","Grey","Petrol","Automatic",2,195911,125409,3134,"Low"
"X3",2015,"Middle East","Grey","Diesel","Automatic",4.7,134039,51346,6856,"Low"
"3 Series",2022,"Middle East","Silver","Petrol","Automatic",4.1,116572,57843,3730,"Low"
"M3",2012,"Europe","White","Diesel","Manual",4.7,194359,66064,8190,"High"
"7 Series",2013,"Africa","Red","Diesel","Manual",3.9,143864,70614,9067,"High"
"3 Series",2021,"South America","Grey","Hybrid","Automatic",2.1,37246,53775,5726,"Low"
"7 Series",2020,"Asia","White","Petrol","Automatic",2.6,188234,84177,3284,"Low"
"i8",2013,"Europe","White","Hybrid","Automatic",3.2,110079,150992,7254,"High"
"i3",2012,"Middle East","Silver","Petrol","Automatic",3.6,53579,47142,2377,"Low"
"M5",2019,"Asia","Blue","Hybrid","Automatic",4.7,164678,137032,1883,"Low"
